run_id,ticker,interval,threshold,reservoir_size,spectral_radius,sparsity,input_scale,leaking_rate,ridge_alpha,washout,random_state,train_mse,train_mae,train_directional_accuracy,train_accuracy,train_buy_precision,train_buy_recall,train_sell_precision,train_sell_recall,val_mse,val_mae,val_directional_accuracy,val_accuracy,val_buy_precision,val_buy_recall,val_sell_precision,val_sell_recall,test_mse,test_mae,test_directional_accuracy,test_accuracy,test_buy_precision,test_buy_recall,test_sell_precision,test_sell_recall,prediction_path
run_0022,SPY,1d,0.2,200,0.9,0.1,0.5,0.3,1.0,30,42,0.18959358708397833,0.35599846260233936,0.7638208537438769,0.473407977606718,0.8933333333333333,0.4675505931612003,0.8379746835443038,0.476601871850252,0.36192380028225307,0.506994272140437,0.5663430420711975,0.41423948220064727,0.5687022900763359,0.5102739726027398,0.7445255474452555,0.3248407643312102,0.3597674407314262,0.5013734242148404,0.6451612903225806,0.3790322580645161,0.7433628318584071,0.26666666666666666,0.6774193548387096,0.49,results\esn_sweep\predictions\run_0022_predictions.csv
run_0023,SPY,1d,0.2,200,0.9,0.1,0.5,0.3,10.0,30,42,0.22248478182014247,0.3891139199998308,0.7340797760671799,0.4153254023792862,0.8583690987124464,0.418702023726448,0.7708049113233287,0.40676745860331176,0.3203942074171607,0.47524890000654474,0.610032362459547,0.4255663430420712,0.5916030534351145,0.5308219178082192,0.7786259541984732,0.3248407643312102,0.3438735731949767,0.4970620717558458,0.6338709677419355,0.3758064516129032,0.768595041322314,0.29523809523809524,0.5879828326180258,0.45666666666666667,results\esn_sweep\predictions\run_0023_predictions.csv
run_0024,SPY,1d,0.2,200,0.9,0.1,0.5,0.3,100.0,30,42,0.24491549828916848,0.412626740031089,0.6931420573827851,0.3624912526242127,0.8237885462555066,0.39148639218422887,0.757071547420965,0.3275737940964723,0.3039329915775134,0.46551214833373045,0.627831715210356,0.4190938511326861,0.648,0.5547945205479452,0.8666666666666667,0.2898089171974522,0.329516119438963,0.4917112170781967,0.6016129032258064,0.3758064516129032,0.8692307692307693,0.35873015873015873,0.5545023696682464,0.39,results\esn_sweep\predictions\run_0024_predictions.csv
run_0025,SPY,1d,0.2,200,0.95,0.1,0.5,0.3,1.0,30,42,0.18525729296397825,0.3513732192484132,0.7694191742477257,0.4895031490552834,0.9002624671916011,0.47871598046057223,0.8529048207663782,0.49676025917926564,0.3711969743791175,0.5157232932565805,0.5533980582524272,0.4110032362459547,0.5653846153846154,0.5034246575342466,0.7391304347826086,0.3248407643312102,0.3590264670182542,0.49940710527526716,0.65,0.3903225806451613,0.7327586206896551,0.2698412698412698,0.6891891891891891,0.51,results\esn_sweep\predictions\run_0025_predictions.csv
run_0026,SPY,1d,0.2,200,0.95,0.1,0.5,0.3,10.0,30,42,0.2186964370847808,0.3851270855033666,0.7414275717284815,0.4282715185444367,0.8557422969187675,0.4263782274947662,0.7908847184986595,0.4247660187185025,0.3260885281958422,0.4796073092051774,0.6116504854368932,0.42718446601941745,0.5777777777777777,0.5342465753424658,0.7846153846153846,0.3248407643312102,0.34354802416269725,0.4965090288706449,0.6387096774193548,0.3790322580645161,0.7586206896551724,0.27936507936507937,0.6050420168067226,0.48,results\esn_sweep\predictions\run_0026_predictions.csv
run_0027,SPY,1d,0.2,200,0.95,0.1,0.5,0.3,100.0,30,42,0.2422854638668772,0.4091934707238873,0.7008397480755774,0.3715885234429671,0.8330914368650217,0.4005582693649686,0.7588996763754046,0.33765298776097913,0.30684709781569847,0.46702285513544206,0.6197411003236246,0.42394822006472493,0.623574144486692,0.5616438356164384,0.8157894736842105,0.2961783439490446,0.32956838153887985,0.49092774032402237,0.6096774193548387,0.38387096774193546,0.8770491803278688,0.3396825396825397,0.5663716814159292,0.4266666666666667,results\esn_sweep\predictions\run_0027_predictions.csv
run_0028,SPY,1d,0.2,300,0.85,0.1,0.5,0.3,1.0,30,42,0.18073914362944768,0.344417067287691,0.7729181245626312,0.5020993701889434,0.8994778067885117,0.48080949057920447,0.8601895734597157,0.5226781857451404,0.33091084050503905,0.49360013408697223,0.6067961165048543,0.43042071197411,0.611764705882353,0.5342465753424658,0.75177304964539,0.3375796178343949,0.3975685268928286,0.4973358482207715,0.6629032258064517,0.3419354838709677,0.7413793103448276,0.273015873015873,0.6391752577319587,0.41333333333333333,results\esn_sweep\predictions\run_0028_predictions.csv
run_0029,SPY,1d,0.2,300,0.85,0.1,0.5,0.3,10.0,30,42,0.21615141977883168,0.3816907537046015,0.7295311406578027,0.4268719384184745,0.869198312236287,0.43126308443824146,0.819971870604782,0.4197264218862491,0.32059939599115117,0.4820891464480127,0.6035598705501618,0.441747572815534,0.6083650190114068,0.547945205479452,0.8120300751879699,0.34394904458598724,0.3603728042906886,0.5014947306550671,0.6064516129032258,0.317741935483871,0.7454545454545455,0.26031746031746034,0.6086956521739131,0.37333333333333335,results\esn_sweep\predictions\run_0029_predictions.csv
run_0030,SPY,1d,0.2,300,0.85,0.1,0.5,0.3,100.0,30,42,0.2419746593442863,0.4100351413792496,0.6938418474457663,0.37053883834849544,0.8313609467455622,0.39218422889043963,0.7906976744186046,0.34269258459323254,0.3073190199762363,0.47023062644849356,0.6003236245954693,0.4190938511326861,0.624031007751938,0.5513698630136986,0.8504672897196262,0.2898089171974522,0.3368636693884455,0.49435667529282323,0.5903225806451613,0.3064516129032258,0.7586206896551724,0.27936507936507937,0.5857988165680473,0.33,results\esn_sweep\predictions\run_0030_predictions.csv
run_0031,SPY,1d,0.2,300,0.9,0.1,0.5,0.3,1.0,30,42,0.17561474329484836,0.33886799789777533,0.7767669699090273,0.513296011196641,0.8969072164948454,0.4856943475226797,0.8672055427251733,0.5406767458603312,0.33443566805275515,0.49675936182917996,0.6051779935275081,0.4174757281553398,0.6300813008130082,0.5308219178082192,0.7480916030534351,0.31210191082802546,0.39999728920233657,0.4944353485169075,0.6725806451612903,0.36451612903225805,0.7435897435897436,0.2761904761904762,0.6634615384615384,0.46,results\esn_sweep\predictions\run_0031_predictions.csv
run_0032,SPY,1d,0.2,300,0.9,0.1,0.5,0.3,10.0,30,42,0.2116567065174946,0.37663388724769803,0.7400279916025192,0.43981805458362494,0.8729050279329609,0.4361479413817167,0.8261455525606469,0.44132469402447805,0.3234433093312483,0.48449110615704777,0.5954692556634305,0.43527508090614886,0.5932835820895522,0.5445205479452054,0.8015267175572519,0.3343949044585987,0.3639112821913156,0.5001186156435007,0.6080645161290322,0.3387096774193548,0.7410714285714286,0.2634920634920635,0.6262626262626263,0.41333333333333333,results\esn_sweep\predictions\run_0032_predictions.csv
run_0033,SPY,1d,0.2,300,0.9,0.1,0.5,0.3,100.0,30,42,0.23884881123310386,0.4062858075160944,0.7025892232330301,0.3806857942617215,0.8364963503649635,0.39986043265875787,0.8075040783034257,0.3563714902807775,0.31004613190877417,0.4724779102430852,0.6003236245954693,0.42880258899676377,0.623574144486692,0.5616438356164384,0.8468468468468469,0.29936305732484075,0.3375646617248487,0.49324866945017093,0.5983870967741935,0.31290322580645163,0.7652173913043478,0.27936507936507937,0.5988372093023255,0.3433333333333333,results\esn_sweep\predictions\run_0033_predictions.csv
run_0034,SPY,1d,0.2,300,0.95,0.1,0.5,0.3,1.0,30,42,0.17073982196263973,0.3337376232263814,0.7841147655703289,0.5269419174247726,0.8939393939393939,0.49406838799720865,0.8684503901895206,0.5608351331893449,0.33860887360270936,0.49892666313034617,0.6084142394822006,0.41423948220064727,0.624,0.5342465753424658,0.7089552238805971,0.30254777070063693,0.4036651565960884,0.4941629865597707,0.667741935483871,0.36935483870967745,0.7280701754385965,0.2634920634920635,0.6712962962962963,0.48333333333333334,results\esn_sweep\predictions\run_0034_predictions.csv
run_0035,SPY,1d,0.2,300,0.95,0.1,0.5,0.3,10.0,30,42,0.20715835761790263,0.3716344075648025,0.7407277816655004,0.4517144856543037,0.8706536856745479,0.4368457780879274,0.8509234828496042,0.46436285097192226,0.3260942753430601,0.4863057881387711,0.598705501618123,0.4368932038834951,0.5919117647058824,0.5513698630136986,0.8125,0.33121019108280253,0.3672464056753223,0.4983413322754161,0.6161290322580645,0.3629032258064516,0.7321428571428571,0.26031746031746034,0.6511627906976745,0.4666666666666667,results\esn_sweep\predictions\run_0035_predictions.csv
run_0036,SPY,1d,0.2,300,0.95,0.1,0.5,0.3,100.0,30,42,0.23553798525944877,0.4023001106755426,0.712036389083275,0.38593421973407976,0.8321273516642547,0.40125610607117934,0.8028391167192429,0.36645068394528435,0.31289383858088293,0.47480915719590155,0.610032362459547,0.44336569579288027,0.608058608058608,0.5684931506849316,0.7952755905511811,0.321656050955414,0.33886778950550445,0.49212496124499583,0.6096774193548387,0.317741935483871,0.7657657657657657,0.2698412698412698,0.6228571428571429,0.36333333333333334,results\esn_sweep\predictions\run_0036_predictions.csv
